Indonesia,Madura
"sate berurat-urat, lontong sisa hari kemarin, jika tidak punya uang jangan mendekat, terlanjur duduk tidak akan diberi.","satè ra' -ora' , lontong karèna bâri' , mon ta' anḍi' pèssè jhâ' ara' -para', karè nèngkong ta'  èberri' "
sangat lama yang menunggu,cè' abiddhâ sè aḍântè'
"yang menunggu percuma, terlanjur lama yang mengharapka",sè aḍântè' parcoma karè abit sè ngarepaghi
"yang kaya bertambah kaya, yang miskin bertambah miski","sè soghi tambâ soghi, sè mèskèn atambâ mèskèn"
murid-murid yang selesai berupacara lalu berlarian duduk dibangkunya masing-masing.,rèdmorèd sè marè upacara aberka' lajhu tojhu' èbangkuna bâng-sèbâng
dari sebab apa.,gâri sebbâb apa
kakinya luka menganga lebar karena tertusuk pecahan kaca.,sokona sebbâk polana tacoco' bhelling
yang telah tersebut diatas,sè ella èsebbhut èattas
mcnyebut dengan nama Allah,nyebbhut kalabân asma èpon Alla
orang yang sudah hampir mati diajari menyebut nama Allah,orèng sè sanget èajhâri nyebbhut asma Alla
lengannya merah membengkak terkena kibasan rotan,lengngenna malènḍâng èkennèng sèbheddhân panjhâlin
bahunya luka menganga lebar terkena kibasan celurit waktu bercarok.,bhâuna sebbâk kennèng sèbhet arè' bâkto acarok
"olahan makanannya sangat enak, rasa manisnya pas benar.","la-olana cè' nyamanna, rassa manèssâ seḍḍhengngan"
"awalnya tidak mau, ketika sudah selesai, akhirnya mau juga.","â'-ḍâ'na ta' enḍâ', seḍḍheng ella marè, totogghâ enḍâ' kèya"
"pacarnya tidak cantik, wajahnya sedang-sedang.","bhâkalla ta' raddhin, robâna ḍheng-seḍḍheng"
saya sedih memikirkanmu.,bulâ seḍḍhi mèkkèr dhika
rumahku didekat kantor kecamatan,tang roma èseddhi'na kantor kacamadhân
menyentuh pada kulitnya yang putih,nyeddhing ka kolè'na sè potè
orang tuanya meninggal dunia tiga tahun yang lalu.,orèng seppona ampon sèdhâ tello taon sè tapongkor
jika panas-panas seperti ini paling enak minum es kelapa muda agar mulut berasa segar,mon nas-panas mara rèya palèng nyaman ngènom ès begghân ma'lè colo' arassa seggher
sayuran yang dibeli masih segar-segar.,ghângan sè ebelli ghi' gher-seggher
bila jumatan orang-orang lslam bersembahyang ke masjid.,mon jhuma'adhân rèng-orèng èslam paḍâ abhâjâng ka sèghit
kakak beradik itu sering bertengkar,kaka' alè' rowa segghut atokar
jika tidak mau ambil semuanya,mon ta' enḍâ' kala' sekalè
segala sesuatu diibaratkan kepada dirinya,"èsèkot ḍâ' abâ'na dhibi · "
banyak bicara tapi kerja tidak ada.,"tao nyèkot ta' tao ajhâi' "
orang yang naik mobil penuh bersesak-sesaka,orèng sè nompa' kenḍaraan possa' asek-seksek
banyak orang berbincang-bincang di surau sambil bersila,bânnya' orèng aḍhâ-kanḍhâ è langghâr sambi asèla
menuang air pada mangkuk,nyèlèn aèng ḍâ' kobhughân
"rambutnya ada kutunya, terasa gatal lalu cepat minta untuk diselisik kepada ibunya.","obu'na akotoan, arassa ghâtel pas dhuli mènta sellè' ka èbu'na"
jika nakal nanti akan disentil telinganya.,mon tambeng ḍâgghi' èseltè'a kopèngnga
memohon maaf sampai menyembah-nyembah,nyo' on sapora dhâghâ bhâ-nyembhâ
rumahnya agak jauh juga dari rumahku,romana semmo jhâu kèya ḍari tang roma
hujan deras tadi malam banyak mematahkan dahan pepohonan,ojhân dherres malemma bânnya' masempal cangkana ka'-bhungkaan
"karena jatuh dari memanjat, lengannya yang kiri patah.","amarghâ labu ḍâri anaè', lengngenna sè kacèr sempal"
"ini bukan cincin emas, tapi cincin sepuha","arèya bânnè sella' emmas, tapè sello' sempoan"
makan menggunakan sendok,ngakan ngangghuy sènḍo'
tidak ada ikatan sanak famili sama sekali.,"ta' bâu senḍu' ta' bâu cènṭong "
awas ada ular,sènga' bâgâ olar
awas jangan sampai lupa,sènga' jhâ' sampè' loppa
awas jangan sampai terlambat.,sènga' jhâ' sampè' tellat
saya belum mengerti,sèngko' ghi' lo' ngartè
jika saya pulang seharusnya sudah selesai semua.,mon sèngko' molè kodhuna la marè kabbhi
sangat menyenangkan menonton hiburan musik.,cè' sennengnga nèngghu orkès
guru yang suka membentak-bentak tidak disenangi oleh murid-muridnya.,ghuru sè dhujân tak-sentaghân ta' èkasennengngè bi' rèd-morèddhâ
bersifat pemurah dan pengasih.,asèpat mora tor asè
sangat sulit ditemukan yang bersembunyi.,sèpeng sè ngèrrem
mengenakan rok yang sepa,aerroghân sè seppan
tempat ini sangat sunyi,kennengngan rèya cè' seppèna
orang tuanya sudah meninggal dunia,orèng seppona ampon adhingghâl omor
ranjangnya belum dialaskan dengan sprei.,ranjangnga ghi' ta' èberri' sepprèi
tanaman yang kering itu cepat disiram supaya tidak menjadi mati,tameman sè kerrèng rowa dhuli sèram sopajâ ta' dhâddhi matè
setiap pagi ibu menyiram bunga.,sabbhân lagghu èbu' nyèram kembhâng
ayah sedang mandi.,rama ghi' teppa'na asèram
daun sirih yang tulang daunnya saling bertemu di tengah.,sèrè temmo ora'
diseret ke pinggir.,èsèrèt ka pèngghir
menghilangkan luka di hati.,masèma loka è atè
kalau sedang makan jangan berbicara nanti bisa terselak.,mon teppa'na ngakan jhâ' aca-caca ḍâgghi' tasema'
menyerut kulit jagung untuk dibuang bulunya sebelum dijadkan klobot.,nyerrot kolè'na jhâghung
lupa akan janjinya.,sèsèp ka jhânjhina
jangan memakai baju yang sesak-sesak tidak longgar.,jhâ' ngangghuy kalambhi sè sek-seksek
di pecinan penuh dan sesak dengan kendaraa,è pacènan possa' bân sessek bi' kendaraan
menyetel lagu di tape recorder,nyettèl laghu neng ettip
yang ke satu,sè kapèng sèttong
dihitung satu demi satu,èbitong ghân sèttong
tidak ada satupun yang bisa membantu.,taḍâ' sèttongnga sè bisa abhânto
murid yang nakal dihukum berdiri di depan papan tulis.,morèd sè tambeng èsettrap manjheng èaḍâ'na papan tolès
bau wangi bersabar kemana-mana.,bâu ro'om aslambherrân
angin sepoi-sepoi terasa masuk perlahan-lahan ke tubuh.,angèn ngalesser nylessep ka bhâd.hân
saya dengan teman saya hendak memancing ke tengah laut,sèngko' so tang kanca mancèngnga ka tengnga tasè'
pergi dengan siapa?,èntar so sapa?
pulang bersama ayah,molè so rama
kamu tidak ingat dengan aku?.,bâ'na lo' ènga' so sèngko'?
oleh saya akan diberikan uang,so sèngko' èberri'à pèssè
oleh saya akan diberikan kepada adikmu.,so sèngko' èbâghiâ ka alè'na bâ'na
asal bekerja saja.,so' alako bhâi
semakin lama semakin nakal,so'è abit so'è nakal
semakin lama semakin kaya.,so'è abit so'è soghi
kena tusuk duri.,kennèng soddhu' guri
membeli sate empat puluh tusuk.,mellè satè pa' polo soijhin
bersujud kepada yang Kuasa.,asojud ḍâ' sè kobâsa
menyulam taplak meja.,nyolam tapplagghâ mèjâ
gigi anak itu tumbuh gingsul.,ghighi ana' rowa tombu solè
berpenghasilan besar namun besar pula pengeluarannya.,"sombher raja sombherrâ, raja pacarrènna "
yang paling sombong.,sè palèng sombong
"biasanya sumur yang sudah tidak terawat, airnya berbau tidak sedap","biyasana somor sè ella ta' karabât, aèngnga bânger"
seseorang yang mencari-cari sesuatu tapi justeru diminta untuk membantu.,"somor ajhâlân ètèmbâ "
disumpal dengan kain,èsompet bi' rambing
menyumbat telinga karena adiknya berteriak-teriak keras sekali.,nyompet kopèng amarghâ alè' na arèng-cerrèng cè' kajâna
matahari menyinari bumi,mataarè nyonarè bhumè
puasa sunnah hari senin kamis,powasa sonnat arè sennèn kemmès
anak-anak kecil tidak lupa memakai songkok bila pergi ke surau.,na'-kana' kènè' ta' loppa asongko'an mon èntar ka langghâr
orang yang sudah tua itu sangat pèmarah sekali.,orèng sè la towa rowa cè' songongnga
menyuruk ke dalam kolong ranjang,nyono' ka bhruma
membakar dupa untuk orang mati.,nyonson ka orèng matè
Madura bagaikan perawan suci.,Madhurâ parabân sontè
bajunya segera dijemur supaya kering mumpung tidak mendung,kalambhina dhuli jhemmor sopajâ kerrèng mompong ghi' ta' onḍem
cepat pulang supaya tidak dimarahi orang tuanya.,dhuli mole sopajâ ta' èghighiri orèng towana
besok pagi-pagi sekali saya akan pergi ke Surabaya.,lagghu' ghu-lagghu sèngko' èntarra ka Sorbhâjâ
bagaimana kamu tidak tahu,soro' bâ'na ta' tao
bagaimana kamu belum mendengar.,soro' bâ' na ghi' ta' ngèḍing
meyisir rambut anaknya yang bungsu.,nyoroy obu' ana'na sè bungso
kakiku terkena sosoran angsa.,tang soko èkennèng sosor bhânyak
pakaian sutra tidak pantas dipakai oleh seorang petani,"sottra nyangsang ka paghâr "
barang bagus yang dikenakan oleh orang yang tidak tahu cara untuk memakainya.,"sottra èpakaè' ka carang "
mempersembahkan suara nyanyian yang enak dan menyejukkan hati untuk didengar.,mâkta sowara rareppèn sè aghur tor marem pèrengnganna
meniup api lilin,nyrèpo apoyya lilin
tidak mempan dinasehati,ta' kennèng bâlâi
tidak bisa dicegah,ta' kennèng pellang
tidak tertawa tapi menyeringai,ta' aghellâ' tapè nyerèngè
tidak punya uang,ta' angi' pèssè
hujannya tidak deras,ojhânna ta' dherres
tidak ingat lagi,ta' ènga' polè
tidak enak badan,ta' nyaman abâ'
tidak usah meny es al,ta' osa kasta
tidak kunjung diberi,ta' kaQhik èberri'
tidak sama kecilnya,ta' paḍâ kènè'na
tidak terlalu masak,ta' patè massa'
dikatakan kepada orang yang sangat kikir,"ta' kennèng pèntaè bujâna "
pembicaraan yang kacau balau,"ta' ètemmo konco' bhungkana "
tidak tahu kemana datang dan perginya orang itu,"ta' ètemmo sangkan paranna pejhâlânna "
dikatakan kepada orang yang sangat miskin,"ta' tao abâli' cobigghâ "
"buah nangka yang jatuh dari pohonnya itu berbunyi menggedebuk, saking besarnya.",nangka sè ghâgghâr ḍâri bhungkana rowa amonyè tabbhughân sakèng ḍâri rajâna
"tadi ada tabrakan dijalan raya, dua orang meninggal, kepalanya terlindas truk.","ghellâ' bâḍâ tabbra'an è jhâlân rajâ, ḍuwâ' orèng sè matè, cètagghâ taghentes truk"
perut bulat besar dan malas bekerja.,"tabu' mellak momas sè aghuliâ "
paku berkarat itu menancap ke kakinya,pako nayyèn jârèya naccek ka sokona
menadah air hujan di pancura,naḍâ aèng ojhân è pancoran
"rugi tinggal rugi, tidak akan kembali lagi seperti sedia kala","taḍâ' bherrâs nompa mole sekabit "
dikatakan kepada orang yang tidak tahu berterima kasih dan tidak pemah peduli akan kewajibannya,"taḍâ'  bhuntel mosèna "
tidak pantas seseorang memperlakukan sanak keluarganya dengan perbuatan yang jelek atau dengan kedengkian,"taḍâ' macan ngakan buḍu'na "
tidak ada hubungan darah sama sekali.,"taḍâ'  u-bâuna sana'  "
dipukul sampai membiru,ètokol tagher beddheng
tidak akan pulang sampai hingga malam.,ta' molèa mon ta' tagher malem
dikatakan kepada orang yang pandai dan berbakat tanpa berguru karena memang pembawaan sejak lahir,"tajhem ta' aghângsè "
berani hanya kalau tidak ada orangnya,"tako' ka tajhemma bângal ka tonḍingnga "
membeli bubur dengan wadah takir.,mellè tajhin èbâḍhâi takèr
jangan suka membuat terkejut orang yang penakut.,jhâ' jhât-matakerjhâdhân orèng sè tako'an
saya sangat takut berdiam diri disini,sèngko' cè' tako'na aenneng kadhibi'ân è kanna'
kakak perempuanku sangat telaten dalam merawat ibu yang sakit.,tang embhuk cè' talatènna ngarabât èbhu sè songkan
tersiarnya kabar dari mulut ke mulut sangat cepat.,"sajhâng-lanjhângnga talè ghi' lanjhângan colo' "
makin cantik saja.,atambâ raddhin bhâi
hari Minggu saya akan memancing kepiting ditambak milik Pak Abdullah.,arè mènggu sèngko' mèntorra pètèng è tambhâ'na pa' Dulla
perbuatan baik dibalas dengan kejahata,"nambu' kembhâng èbâles acan "
ayah bertamu ke rumah tetangga,rama atamoy ḍâ' bengkona tatangghâ
"tapi jangan bersedih hati, jodoh dan mati sudah ada mengatur.","tape ta' osa atampa cangkèm, jhuḍhu bân patè bâḍâ sè ngraksa"
bilamalam tiba anjingnya melolong-lolong.,mon ella malem bhurussâ alo-tanalo
kakinya tertancap beling yang tajam.,sokona tetancep bhelling sè tajhem
berlari tidak begitu cepat,"aberka"" ta' patè tanḍes"
tidak ada yang bisa menandingi,taḍâ' sè bisa nanḍhingè
tidak bisa menyusun kalimat dengan benar.,"tanḍhugghâ bhâsana ta' ro-karowan "
bermain dan berlari-lari di halaman rumah.,amaèn bân ka'-berka'an è tanèyan
maaf saya tidak melihat anda.,saporana kaulâ ta' nangalè sampèyan
menunggu sagat lama.,aḍântè' cè' tangèna
dikatakan kepada seorang perempuan yang segera akan kawin lagi setelah lama menjanda.,"nangès ka bâbâna dhâlima "
"jangan tanggung-tanggung, jika berani datangi ke rumahnya","jhâ' ghung-tanghung, mon bângal sèntarè ka romana"
ditanggung tidak akan berani.,ètangghung ta' kèra bângal
belum bangun tidur,ghi' lo' tangngè
"saya berani menantang kamu, kapan saja dan dimanapu","sèngko' bângal nangtang bâ'na bilââ bhâi, bân èkammaa bhâi"
meminta untuk bertanya kepada orang lain,nyo' on petanya
tiga tahun yang lalu,tello taon sè tapongkor
"orang itu kaya, tapi sangat kikir","orèng rowa soghi, tapè cè' cerrè'na"
rumah ini kecil tapi sangat elok bila dilihat.,"roma arèya kènè', tapè cè' pemana mon èabâs"
tidak mempunyai pegangan atau sumber penghasila,"ta' anḍi' tapè bhlâkka "
selesai berlari saya sesak nafas,marè aberka' sèngko' tapegghâ
kena tempeleng pipinya,kennèng tapok pèpèna
dikatakan kepada orang yang hanya berani berbuat kejahatan dengan meminjam atau menggunakan bantuan orang lain,"napok ngènjhâm tanang "
dikatakan kepada orang yang mengalami kesialan yang beruntun,"ètapok èkala' oḍhengnga "
suaminya mengamuk sambil membanting banting piring.,lakèna ngamok sambi por-nappor pèrèng
boros terhadap uang,tarapas ka pèssè
"cinta itu buta, terlanjur erat tali ikatannya","tarèsna nèko buta, kaḍung serret sambhughellâ"
sesungguhnya cinta itu dibawa sampai mati,saongghuna tarèsna nèka èkèbâ matè
mempersembahkan cinta dengan seribu senyuman,nyaos tarèsna saèbu pèsem
"jika memang cinta mari dengan kesungguhan, jangan sampai aku terkenang-kenang","mon tarèsna torè hi' ongghu, jhâ' kangsè bulâ ngen-bângennan"
teringat akan cintanya,èmot ka tarèsnana
oh teganya meninggalkan hati yang terpesona akan cinta.,ḍu tèghâna ningghâllaghi atè sè kapèncot tarèsna
orang yang baru pindah itu sangat akur dengan tetangganya.,orèng sè ghi' bhuru ngallè rowa cè' akorra bi' tetangghâna
"kalau duduk yang bagus, jangan merentang.","mon toju' pateppa',jhâ'ṭang-naṭṭang"
baru saja menginjak tanah,ghi' bhuru nèddhâ' tana
telur yang dierami sudah menetas,tellor sè èèrremmè la teḍḍhâs
bisul besar yang ada dipantatnya telah pecah.,budhun sè bâḍâ èburi'na la teḍḍhâs
masih sedang tidur,ghi' teppa'na tèḍung
"setelah minum es, badan terasa segar.","marè ngènom ès, bhâdhân arassa tegghes"
burung emprit terbang sangat tinggi.,mano' keddhi' ngabbher cè' tègghina
menonton kerapan sapi,negghu kerrabhân sapè
jika menarik pasti banyak ditonton orang.,mon lèbur pastè bânnya' ètègghu orèng
"dikatakan kepada orang yang sangat pemberani menghadapi segala, tantangan hidup.","negghu' bunro'na macan "
mengambil beras dengan sebanyak-banyaknya.,ngala' bherrâs èkem-tekkèm
dikatakan kepada orang yang selalu berada dirumahnya,"tèkos lebbhu ka rongkangnga "
diibaratkan kepada dua orang sahabat yang bertengkar,"tèkos èjhâi' buri'na "
kepalanya teleng ke kiri.,cètâagghâ tèlèng ka kacèr
kemarin saya datang terlambat.,bâ'âri' sèngko' tellat ḍâteng
anak itu jika bicara suaranya sangat melengking.,kana' rowa mon acaca cè' tellèna
tiga hari yang lalu,tello arè sè tapongkor
telur ayam kampung,tellor ajâm kampong
lebih baik mengambil yang besar dari pada yang kecil.,ango'an ngala' sè rajâ ètèmbbâng sè kènè'
"selesai sembahyang ashar, teman-teman bermain bola di alun-alu","marè abhâjâng ashar, ca-kanca paḍâ amaèn tembhung è lon-alon"
bahunya agak miring.,bhâuna abâk tèmbing
dikatakan kepada orang yang tidak tahu akibat dari perbuatannya.,"ta' tao temma "
tahu-tahu berada disini,mo-temmona bâdâ èdinna'
tahu-tahu diambil semuanya.,temmona èkala' kakabbhi
dikatakan kepada orang kecil yang mengharapkan bantuan atau pertolongan orang yang berkuasa atau punya kedudukan,"tèmon nantang lalap "
"tidak sebanding, biasa dikatakan dalam perjodohan yang tidak sebanding derajat kehidupan dan martabatnya, si miskin berjodoh dengan si kaya.","tèmon moso dhurin "
"maunya mendapatkan sesuatu yang besar, namun akhirnya tidak mendapatkan apa-apa.","ka bârâ' ta' jâpo' , ka tèmor ta' jâpo' "
